codigo;titulo;tipo;revisao;data_revisao;data_aprovacao;setor;area;elaborador;revisor;aprovador;numero;descricao;proxima_revisao;data_validade;documentos_controlados
MAN.021;Maintenance_VFT Ultra;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.022;BA_CCL Cmark EN;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.023;Auto Manual Maintenance;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.024;Auto Manual;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.025;LensMark-III-Manual;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.026;Periodic Maintenance;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.027;Manual de Operação CCP-Swift;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.028;Mantenimiento_EssilorDLP;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.029;Maintenance_DuoFLEX;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.030;Operating_DuoFLEX;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.031;Satisloh Duo Flex;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.032;Maintenance_MultiFLEX;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.033;Mantenimiento_Toroflex;MAN;0;23/12/2019;23/12/2019;;;;;;;;;;Não
MAN.034;D20 -2 Technical manual indice A2 Luxottica;MAN;0;04/02/2021;04/02/2021;;;;;;;;;;Não
MAN.035;ART Blocker A - Probe Station Calibration;MAN;0;27/09/2023;27/09/2023;;;;;;;;26/09/2025;25/12/2025;Sim
MAN.036;ART Blocker A - Video Calibration;MAN;0;27/09/2023;27/09/2023;;;;;;;;26/09/2025;25/12/2025;Sim
MAN.037;ART Blocker A - Dosing Unit Adjustment;MAN;0;27/09/2023;27/09/2023;;;;;;;;26/09/2025;25/12/2025;Sim
MAN.038;ART Blocker A - Glue Position;MAN;0;01/05/2019;01/05/2019;;;;;;;;27/09/2025;27/12/2025;Sim
MAN.039;ART Blocker A - Control of The Loading Force;MAN;0;01/03/2021;01/03/2021;;;;;;;;27/09/2025;27/12/2025;Sim
MAN.040;ART Blocker - Productivity Increase;MAN;0;01/06/2017;01/06/2017;;;;;;;;27/09/2025;27/12/2025;Sim
MAN.041;ART Blocker A - VCA Labels;MAN;0;05/07/2019;05/07/2019;;;;;;;;27/09/2025;27/12/2025;Sim
MAN.042;ART Blocker - Remplacement de la Colle;MAN;0;01/01/2019;01/01/2019;;;;;;;;27/09/2025;27/12/2025;Sim
MAN.043;ART Blocker A - Parameters;MAN;0;01/03/2022;01/03/2022;;;;;;;;27/09/2025;27/12/2025;Sim
MAN.044;ART Blocker A - Maintenance;MAN;0;27/09/2023;27/09/2023;;;;;;;;26/09/2025;25/12/2025;Sim
MAN.045;ART Blocker A - OPC Configurator;MAN;0;01/06/2020;01/06/2020;;;;;;;;;;Não
MAN.046;ART Blocker - Installation Requirements;MAN;1;06/11/2013;06/11/2013;;;;;;;;27/09/2025;27/12/2025;Sim
MAN.047;VFT Orbit 2 - Surface Quality Issue;MAN;0;01/03/2021;01/03/2021;;;;;;;;;;Não
MAN.048;VFT Orbit 2 - All Format Generator;MAN;0;28/09/2023;28/09/2023;;;;;;;;27/09/2025;26/12/2025;Sim
MAN.049;ART Deblocker - Alinhamento de Máquinas, Calibração e Ensino de Eixos;MAN;1;17/12/2020;17/12/2020;;;;;;;;22/11/2025;22/02/2026;Sim
MAN.050;ART Deblocker - Block Piece Controller;MAN;0;22/11/2023;22/11/2023;;;;;;;;21/11/2025;19/02/2026;Sim
MAN.051;ART Deblocker - Clamping Force Rapid Test;MAN;0;01/10/2022;01/10/2022;;;;;;;;23/09/2025;20/12/2025;Sim
MAN.052;ART Deblocker - Maintenance;MAN;0;05/02/2020;05/02/2020;;;;;;;;22/11/2025;21/02/2026;Sim
MAN.053;ART Deblocker - Instructions de Montage et de Service pour Installations de Réfrigération;MAN;1;24/09/2018;24/09/2018;;;;;;;;24/09/2025;23/12/2025;Sim
MAN.054;ART Deblocker - Machine Settings;MAN;0;01/01/2018;01/01/2018;;;;;;;;22/11/2025;21/02/2026;Sim
MAN.055;ART Deblocker - Maintenance Operations;MAN;0;10/02/2021;10/02/2021;;;;;;;;22/11/2025;21/02/2026;Sim
MAN.056;ART Deblocker - Mapa;MAN;0;22/11/2023;22/11/2023;;;;;;;;21/11/2025;19/02/2026;Sim
MAN.057;ART Deblocker - Nozzle jet Control for Essilor;MAN;0;22/11/2023;22/11/2023;;;;;;;;21/11/2025;19/02/2026;Sim
MAN.058;ART Deblocker - Parameters;MAN;0;01/12/2021;01/12/2021;;;;;;;;01/12/2025;01/03/2026;Sim
MAN.059;ART Deblocker M - Maintenance;MAN;0;22/11/2023;22/11/2023;;;;;;;;21/11/2025;19/02/2026;Sim
MAN.060;AutoMapper - User Manual;MAN;1;01/11/2014;01/11/2014;;;;;;;;22/11/2025;21/02/2026;Sim
MAN.061;Fitadeira - Automatic Surface Tape Applicator (ASTA);MAN;2;18/02/2003;18/02/2003;;;;;;;;23/11/2025;24/02/2026;Sim
MAN.062;Fitadeira - Maintenance for the ASTA;MAN;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
MAN.063;Flash UV - Family Wavelenght 266 nm;MAN;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
MAN.064;PRA - Adjust the Blocking Height;MAN;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
MAN.065;CB Bond E - Manual de Operação;MAN;0;19/09/2024;19/09/2024;;;;;;;;19/09/2025;18/12/2025;Sim
MAN.066;CCL C Mark - Manual de Operação;MAN;0;19/09/2024;19/09/2024;;;;;;;;19/09/2025;18/12/2025;Sim
MAN.067;CCP Swiff - Manual de Operação;MAN;0;19/09/2024;19/09/2024;;;;;;;;19/09/2025;18/12/2025;Sim
MAN.068;High Speed Cutting Machine HSC Sprint - Manual de Utilização;MAN;1;19/09/2024;19/09/2024;;;;;;;;19/09/2025;18/12/2025;Sim
PCP.043;PCP - Finishing español;PCP;8;04/07/2024;08/07/2024;;;;;;;;08/07/2026;07/10/2026;Sim
PCP.045;PCP - Finishing português;PCP;8;04/07/2024;08/07/2024;;;;;;;;08/07/2026;07/10/2026;Sim
PCP.048;PCP Mithril 1.6 D645;PCP;10;20/03/2025;12/05/2025;;;;;;;;12/05/2026;10/08/2026;Sim
PCP.049;PCP Surfacing Process Rx;PCP;15;05/03/2025;13/03/2025;;;;;;;;13/03/2026;11/06/2026;Sim
PCP.054;PCP Mithril 1.6 Rx SCL Machines;PCP;9;17/04/2024;12/05/2025;;;;;;;;12/05/2026;10/08/2026;Sim
PCP.055;PCP Mithril 1.6 Rx D Machines;PCP;22;20/03/2025;12/05/2025;;;;;;;;12/05/2026;10/08/2026;Sim
PCP.056;PCP - Finishing - Inglês;PCP;8;04/07/2024;08/07/2024;;;;;;;;08/07/2026;07/10/2026;Sim
PCP.057;PCP Mithril 1.5 CCM;PCP;1;19/04/2024;25/11/2024;;;;;;;;25/11/2025;23/02/2026;Sim
PCP.058;PCP - Spin MRIII;PCP;0;10/04/2025;12/05/2025;;;;;;;;12/05/2026;10/08/2026;Sim
GQS-POL.001;POLÍTICA DE CONFORMIDADE;GQS-POL;1;01/01/2019;01/04/2019;;;;;;;Elaborada por	Christine NGUY Verificado por	John MACNAMARA - Christian MIEGE Aprovado por	Grant Drew ALLEN;30/03/2026;28/06/2026;Sim
GQS-POL.002;POLÍTICA DE GESTÃO DE REIVINDICAÇÕES DE PRODUTOS E SERVIÇOS;GQS-POL;1;02/04/2018;03/09/2018;;;;;;;Elaborada por	P. Quarante (Legal/CMM) Verificado por	M.P. Ferrachat (Global SGP), F. Arrouy (GMT), T. Villette (R&D), S. Kabous (R&D Quality), G. Martin (GE&Dev. Quality), S. Menager (IPD) Aprovado por	A Lunshof (VP Group Legal), N. Gorny (CR&DO), A. RIveline (CMO), P. Poncin (VP Global Operations), G. Allen (VP Global Quality);27/05/2026;26/08/2026;Sim
GQS-POL.003;POLÍTICA DE GESTÃO DE RISCOS;GQS-POL;1;01/10/2019;03/02/2020;;;;;;;Elaborada por	Anthony SANCHEZ Verificado por	Guillaume MARTIN, John MACNAMARA, Marta ALFARO  Aprovado por	Grant ALLEN;01/02/2026;02/05/2026;Sim
GQS-POL.004;POLÍTICA DE GESTÃO DE MUDANÇAS;GQS-POL;1;01/12/2020;01/02/2021;;;;;;;Elaborada por	Anthony SANCHEZ Verificado por	Guillaume MARTIN, John MACNAMARA, Salah KABOUS, Annette HOSKIN Aprovado por	Grant ALLEN;31/01/2026;01/05/2026;Sim
GQS-POL.005;GESTÃO DE DOCUMENTAÇÃO;GQS-POL;1;14/06/2021;14/06/2021;;;;;;;Elaborada por	Stéphanie Hureau Verificado por	Pascale Godin, Anthony Sanchez, Kurt Swank, Claude Zunino Aprovado por	Grant ALLEN;13/06/2026;11/09/2026;Sim
GQS-POL.006;POLÍTICA DE DESIGN E DESENVOLVIMENTO;GQS-POL;1;01/06/2020;03/08/2020;;;;;;;Elaborada por	Salah KABOUS, Michel JULLIAN Verificado por	Guillaume MARTIN, John MACNAMARA, Sean KENNEDY Aprovado por	Grant ALLEN;02/08/2026;31/10/2026;Sim
GQS-POL.007;POLÍTICA DE VALIDAÇÃO ONE;GQS-POL;2;02/03/2020;01/02/2021;;;;;;;Elaborada por	Lingarajan SUYAMBULINGAM Verificado por	Guillaume MARTIN, Salah KABBOUS, Mahesh SWAMINATHAN, Marta ALFARO, Clément  LAOTHIANE Aprovado por	Grant ALLEN;31/01/2026;01/05/2026;Sim
GQS-POL.008;POLÍTICA DE ESPECIFICAÇÕES;GQS-POL;1;02/09/2019;14/06/2021;;;;;;;Elaborada por	Véronique CHARRUEY Verificado por	Salah KABOUS, Christine NGUY, Guillaume MARTIN, John MACNAMARA Aprovado por	Grant ALLEN;13/06/2026;11/09/2026;Sim
GQS-POL.009;POLÍTICA DE GESTÃO DE MÉTODOS DE TESTE;GQS-POL;2;01/07/2020;01/12/2020;;;;;;;Elaborada por	Olivier Pophillat  Verificado por	L-J.Lam, Pornsawan Chujaroen, Salah Kabous, Mahesh SWAMINATHAN Aprovado por	Grant Allen;30/11/2025;28/02/2026;Sim
GQS-POL.010;POLÍTICA DE FABRICAÇÃO;GQS-POL;1;03/02/2020;03/02/2020;;;;;;;Política, qualidade, fabricação, validação, produção;01/02/2026;02/05/2026;Sim
GQS-POL.011;IDENTIFICAÇÃO, RASTREABILIDADE e RECALL;GQS-POL;1;04/02/2019;01/07/2019;;;;;;;Elaborada por	Stéphane THURIER - François BURTEAUX Verificado por	Marta ALFARO – John MACNAMARA – Jérémie COULON Aprovado por	Grant ALLEN;29/06/2026;27/09/2026;Sim
GQS-POL.012;POLÍTICA DE PRESERVAÇÃO DE PRODUTOS;GQS-POL;1;01/04/2020;01/04/2020;;;;;;;Elaborada por	Stéphanie HUREAU Verificado por	Christine NGUY Aprovado por	Grant ALLEN;31/03/2026;29/06/2026;Sim
GQS-POL.013;POLÍTICA DE GESTÃO DE FORNECEDORES;GQS-POL;1;02/03/2020;01/04/2020;;;;;;;Elaborada por	Lingarajan SUYAMBULINGAM Verificado por	Stéphanie HUREAU Aprovado por	Grant ALLEN;31/03/2026;29/06/2026;Sim
GQS-POL.014;POLÍTICA DE FEEDBACK DE CLIENTES;GQS-POL;1;01/04/2020;01/04/2020;;;;;;;Elaborada por	Pierre CASTERA Verificado por	Stéphanie HUREAU Aprovado por	Grant ALLEN;31/03/2026;29/06/2026;Sim
GQS-POL.015;NÃO CONFORMIDADE - POLÍTICA DE AÇÕES CORRETIVAS E PREVENTIVAS;GQS-POL;1;01/10/2019;01/11/2019;;;;;;;"Elaborada por	Claude ZUNINO Verificado por	John MACNAMARA; Marta ALFARO; Pat COMER; Alina TIAN Aprovado por	Grant ALLEN";30/10/2025;28/01/2026;Sim
GQS-POL.016;POLÍTICA DE TREINAMENTO;GQS-POL;1;02/12/2019;03/02/2020;;;;;;;Elaborada por	Seán Kennedy Verificado por	Tsun Sean Lim, Sommalay Vilayleck, Anthony Sanchez  Aprovado por	Grant Allen;01/02/2026;02/05/2026;Sim
GQS-POL.017;Política de Auditoria da Qualidade;GQS-POL;1;02/12/2019;03/02/2020;;;;;;;Elaborado por TSUN SHEAN LIM  Verificado por: Stéphanie HUREAU, Christine NGUY Aprovado por Grant ALLEN;01/02/2026;02/05/2026;Sim
GQS-POL.018;ANÁLISE POR PARTE DA ADMINISTRAÇÃO;GQS-POL;1;01/01/2019;01/04/2019;;;;;;;Elaborada por	Christine NGUY Verificado por	Christian MIEGE - Marianne ESTEVE Aprovado por	Grant ALLEN;30/03/2026;28/06/2026;Sim
PSQ.001;Apostila Padrão Cosmético;PSQ;14;03/07/2024;30/08/2024;;;;;;;;31/08/2026;30/11/2026;Sim
PSQ.017;Controle de Documentos e Registros;PSQ;3;11/04/2024;11/04/2024;;;;;;;;19/06/2026;18/09/2026;Sim
PSQ.018;Realização de Produto;PSQ;2;21/03/2023;18/07/2023;;;;;;;;17/07/2026;16/10/2026;Sim
PSQ.019;Preservação de Insumo e Produto;PSQ;2;19/05/2023;07/06/2023;;;;;;;;05/06/2026;04/09/2026;Sim
PSQ.020;Gestão de Fornecedores;PSQ;7;24/10/2024;22/11/2024;;;;;;;;22/11/2025;20/02/2026;Sim
PSQ.022;Não Conformidade - Ações Corretivas e Preventivas;PSQ;5;24/08/2023;29/08/2023;;;;;;;;28/08/2026;26/11/2026;Sim
PSQ.023;Treinamentos;PSQ;3;31/08/2023;05/09/2023;;;;;;;;20/05/2026;08/09/2026;Sim
PSQ.024;Auditoria;PSQ;3;12/05/2023;18/05/2023;;;;;;;;18/05/2026;17/08/2026;Sim
PSQ.025;Revisão Gerencial;PSQ;1;03/05/2023;03/05/2023;;;;;;;;01/05/2026;31/07/2026;Sim
PSQ.026;Identificação e Rastreabilidade;PSQ;1;06/06/2023;26/06/2023;;;;;;;;25/06/2026;24/09/2026;Sim
PSQ.027;Procedimento de Validação;PSQ;2;06/06/2022;10/06/2022;;;;;;;em construção;08/09/2025;09/12/2025;Sim
PSQ.028;Gestão de Riscos;PSQ;5;24/10/2024;21/11/2024;;;;;;;;21/11/2025;19/02/2026;Sim
PSQ.029;Procedimento de Gestão de Mudança;PSQ;3;19/03/2024;20/03/2024;;;;;;;;09/06/2026;08/09/2026;Sim
PSQ.030;Procedimento Feedback de Clientes;PSQ;1;14/03/2022;15/03/2022;;;;;;;;13/10/2023;17/08/2026;Sim
PSQ.031;Procedimento de Gerenciamento de Claim de Produtos e Serviços;PSQ;0;17/11/2021;03/03/2022;;;;;;;;26/05/2026;25/08/2026;Sim
PSQ.032;Monitoramento de Equipamento de Medição;PSQ;7;19/06/2024;20/06/2024;;;;;;;;19/06/2026;18/09/2026;Sim
PSQ.033;Procedimento de Manutenção;PSQ;1;15/06/2023;26/06/2023;;;;;;;;25/06/2026;24/09/2026;Sim
DOC.029;Controle de Cópias Físicas;DOC;5;25/01/2023;30/01/2023;;;;;;;;30/01/2026;25/04/2026;Sim
POP.076;Preparação de Químicos - DSX e SP;POP;7;16/10/2023;28/02/2024;;;;;;;;27/02/2026;28/05/2026;Sim
POP.080;ACOMPANHAMENTO DO PROCESSO;POP;2;22/02/2019;22/02/2019;;;;;;;POP-2.A38.03;03/07/2026;02/10/2026;Sim
POP.087;Manual Operacional - Satisloh MC 380;POP;3;18/05/2023;17/07/2023;;;;;;;;16/07/2026;15/10/2026;Sim
POP.088;Limpeza e Manutenção - Satisloh MC 380;POP;5;18/05/2023;18/03/2024;;;;;;;;18/03/2025;18/09/2026;Sim
POP.089;Fluxo do AR;POP;2;22/02/2019;22/02/2019;;;;;;;FL-2.A12.04;;;Não
POP.1000;Manual Operacional - Certificação e Faturamento da Expedição - Visolab;POP;0;01/12/2023;22/01/2024;;;;;;;;21/01/2026;21/04/2026;Sim
POP.1001;Manual Operacional - Produtos e Insumos Não Conforme - Visolab;POP;2;11/06/2025;23/06/2025;;;;;;;;23/06/2026;21/09/2026;Sim
POP.1002;Manual Operacional - Rastreabilidade de pedidos - Visolab;POP;1;16/04/2024;17/04/2024;;;;;;;;17/04/2026;16/07/2026;Sim
POP.1003;Manual Operacional - Casamento de Armação - Visolab;POP;1;17/04/2024;18/04/2024;;;;;;;;17/04/2026;17/07/2026;Sim
POP.1004;Manual Operacional - Rastreabilidade de Produtos - Laboratório Sumaré;POP;0;15/12/2023;18/12/2023;;;;;;;;17/12/2025;17/03/2026;Sim
POP.1005;Calibração Operacional - ProMapper;POP;0;18/12/2023;18/12/2023;;;;;;;;17/12/2025;17/03/2026;Sim
POP.1006;Monitoramento de Realimentação do Cliente - Sumaré Laboratório;POP;0;18/12/2023;18/12/2023;;;;;;;;17/12/2025;17/03/2026;Sim
POP.1007;Manual Operacional - Focovision SPV-3;POP;0;03/01/2024;04/01/2024;;;;;;;;03/01/2026;03/04/2026;Sim
POP.1012;Monitoramento de Realimentação do Cliente - Visolab;POP;1;19/08/2024;19/08/2024;;;;;;;;19/08/2026;17/11/2026;Sim
POP.1013;Verificação ProMapper - Lentes Mineral;POP;0;29/01/2024;02/02/2024;;;;;;;;01/02/2026;02/05/2026;Sim
POP.1014;Manual Operacional - Lapidação de Lentes - Repro;POP;0;31/01/2024;18/03/2024;;;;;;;;20/05/2026;20/08/2026;Sim
POP.1015;Manual Operacional - Liberação de Lentes Prontas e Blocos do Estoque - Visolab;POP;1;15/08/2024;15/08/2024;;;;;;;;14/08/2026;12/11/2026;Sim
POP.1016;Manual Operacional - Aprovação e Cancelamento de Pedidos - Visolab;POP;0;31/01/2024;09/02/2024;;;;;;;;08/02/2026;09/05/2026;Sim
POP.1017;Manual Operacional - Spin Coat Tool;POP;0;31/01/2024;18/03/2024;;;;;;;;18/03/2025;18/09/2026;Sim
POP.1018;Manual Operacional - Abertura de Perdas Interna da Produção - Grown;POP;2;16/05/2025;16/06/2025;;;;;;;;16/06/2026;14/09/2026;Sim
POP.1019;Teste de Viscosidade - Automático com Brookfield DVPLUS;POP;0;31/01/2024;02/02/2024;;;;;;;;01/02/2025;12/02/2026;Sim
POP.1020;Manual Operacional - Estoque Atacado - Grown;POP;0;02/02/2024;19/02/2024;;;;;;;;18/02/2026;19/05/2026;Sim
POP.1021;Manual Operacional - Recebimento e Armazenamento - Grown;POP;0;02/02/2024;19/02/2024;;;;;;;;18/02/2026;19/05/2026;Sim
POP.1024;Manual Operacional - Abertura da requisição de quebra - Visolab;POP;0;21/02/2024;21/02/2024;;;;;;;;20/02/2026;21/05/2026;Sim
POP.1025;Manual Operacional - Consultoria - Visolab;POP;0;26/02/2024;01/04/2024;;;;;;;;30/06/2026;29/09/2026;Sim
POP.1028;Manual Operacional - Emissão de Carta de Correção - Sumaré CD;POP;1;14/05/2025;15/05/2025;;;;;;;;15/05/2026;13/08/2026;Sim
POP.1029;Manual Operacional - Entrada de pedidos na Montagem - Optilab;POP;1;23/04/2025;29/04/2025;;;;;;;;29/04/2026;28/07/2026;Sim
POP.1030;Manual Operacional - Inspeção de Saída do HC - LabRio;POP;0;27/02/2024;02/04/2024;;;;;;;;09/06/2026;08/09/2026;Sim
POP.1031;Manual Operacional - Expedição de Vernizes e Primers - CD Caxias;POP;1;01/10/2024;01/10/2024;;;;;;;;01/10/2025;30/12/2025;Sim
POP.1032;Manual Operacional - Produto Não Conforme - Sumaré CD;POP;1;18/02/2025;14/07/2025;;;;;;;;14/07/2026;12/10/2026;Sim
POP.1033;Calibração Operacional - Focovision SPV-3;POP;0;01/03/2024;05/03/2024;;;;;;;;09/06/2026;08/09/2026;Sim
POP.1035;Manual Operacional - Medidor e Descarte - Block Piece;POP;0;04/03/2024;05/03/2024;;;;;;;;09/06/2026;08/09/2026;Sim
POP.1037;Manual Operacional - Etiqueta de Identificação da Nota Fiscal - Sumaré CD;POP;1;14/05/2025;15/05/2025;;;;;;;;15/05/2026;13/08/2026;Sim
POP.1038;Manual Operacional - Entrada de Pedidos da Montagem - Grown;POP;0;11/03/2024;12/03/2024;;;;;;;;22/05/2026;21/08/2026;Sim
POP.1039;Manual Operacional - Spin MiniII;POP;0;11/03/2024;17/04/2024;;;;;;;;17/04/2026;16/07/2026;Sim
POP.104;Produção para Cartão Vermelho;POP;2;22/02/2019;22/02/2019;;;;;;;LUP-2.EST.01;;;Não
POP.1040;Manutenção Preventiva - Promapper;POP;0;21/03/2024;09/04/2024;;;;;;;;09/04/2026;08/07/2026;Sim
POP.1041;Limpeza e Manutenção - Porta Blocos;POP;0;26/03/2024;08/04/2024;;;;;;;;07/07/2026;06/10/2026;Sim
POP.1042;Limpieza y Mantenimiento - Chapetas de Bloqueadora;POP;0;26/03/2024;08/04/2024;;;;;;;;07/07/2026;06/10/2026;Sim
POP.1044;Manual Operacional - Inspeção de Porta Bloco;POP;0;26/03/2024;10/07/2024;;;;;;;;10/07/2026;09/10/2026;Sim
POP.1046;Manual Operacional - Reenvio de XML - Faturamento - Sumaré CD;POP;1;15/05/2025;15/05/2025;;;;;;;;15/05/2026;13/08/2026;Sim
POP.1047;Manual Operacional - Fluxo de Pedidos - Grown;POP;1;05/02/2025;12/02/2025;;;;;;;;12/02/2026;13/05/2026;Sim
POP.1048;Manual Operacional - Fluxo dos Pedidos HMC - Grown;POP;2;05/02/2025;12/02/2025;;;;;;;;12/02/2026;13/05/2026;Sim
POP.1049;Manual Operacional - Extração de Relatório no Hodie para Controle de NF - Sumaré CD;POP;1;15/05/2025;15/05/2025;;;;;;;;15/05/2026;13/08/2026;Sim
POP.105;Manual Operacional - Estufa Memmert;POP;7;18/03/2022;21/03/2022;;;;;;;Antiga referência POP-2.EST.03. Elaborado em 22/02/2019;19/06/2026;18/09/2026;Sim
POP.1050;Manual Operacional - Casamento de Nota Fiscal x Produto Faturado - Sumaré CD;POP;1;07/07/2025;14/07/2025;;;;;;;;14/07/2026;12/10/2026;Sim
POP.1051;Manual Operacional - Lente de Gabarito para Polimento;POP;0;05/04/2024;05/04/2024;;;;;;;;06/04/2026;06/07/2026;Sim
POP.1052;Manual Operacional - Backup de Máquinas Satisloh;POP;0;08/04/2024;10/07/2024;;;;;;;;10/07/2026;09/10/2026;Sim
POP.1053;Manual Operacional - Cortesia Voucher PPE - Grown;POP;0;10/04/2024;12/04/2024;;;;;;;;13/04/2026;13/07/2026;Sim
POP.1054;Manual Operacional - Procedimento de Testes Para Novos Blocos - Grown;POP;0;10/04/2024;12/04/2024;;;;;;;;13/04/2026;13/07/2026;Sim
POP.1057;Manual Operacional - Comunicação com o Cliente - Visolab;POP;0;18/04/2024;18/04/2024;;;;;;;;17/04/2026;17/07/2026;Sim
POP.1058;Manual Operacional - Inspeção de Saída do HC - Visolab;POP;0;19/04/2024;19/04/2024;;;;;;;;20/04/2026;20/07/2026;Sim
POP.1059;Manual Operacional - Aplicação de Tratamento em Blocos - Visolab;POP;0;19/04/2024;19/04/2024;;;;;;;;20/04/2026;20/07/2026;Sim
POP.106;Limpeza e Manutenção - Estufa Memmert;POP;5;18/03/2022;21/03/2022;;;;;;;Referência antiga POP-2.EST.04. Elaborado em 22/02/2019;21/03/2025;18/09/2026;Sim
POP.1060;Manual Operacional - Indicadores do Engeman - Visolab;POP;0;19/04/2024;19/04/2024;;;;;;;;20/04/2026;20/07/2026;Sim
POP.1061;Manual Operacional - Faturamento da Expedição - Lab Rio;POP;0;22/04/2024;08/05/2024;;;;;;;;08/05/2026;07/08/2026;Sim
POP.1064;Manual Operacional - Emissão Minutas de Embarque - Sumaré CD;POP;1;08/07/2025;14/07/2025;;;;;;;;14/07/2026;12/10/2026;Sim
POP.1065;Manual Operacional - Emissão de Romaneio na Plataforma Hodie - Sumaré CD;POP;1;14/05/2025;15/05/2025;;;;;;;;15/05/2026;13/08/2026;Sim
POP.1066;Manual Operacional - Operação do Varilux XR - Visolab;POP;0;17/05/2024;05/06/2024;;;;;;;;05/06/2026;04/09/2026;Sim
POP.1067;Calibración Operativa - Angulo de Prisma - PRA;POP;0;22/05/2024;10/07/2024;;;;;;;;10/07/2026;09/10/2026;Sim
POP.1068;Manual Operacional - Compra de Matéria-Prima - Grown;POP;0;03/06/2024;06/06/2024;;;;;;;;05/06/2026;04/09/2026;Sim
POP.1069;Calibración Operativa - Perpendicularidad - VFT Orbti 1;POP;2;23/08/2024;19/09/2024;;;;;;;;19/09/2025;18/12/2025;Sim
POP.107;Controle de Parâmetros -  Estufa Memmert;POP;4;06/10/2022;03/10/2023;;;;;;;;02/10/2025;31/12/2025;Sim
POP.1070;Manual Operacional - Abertura de chamados no Engeman - Visolab;POP;0;18/06/2024;01/07/2024;;;;;;;;01/07/2026;30/09/2026;Sim
POP.1071;Manual Operacional - Blocadora Weco C6;POP;0;21/06/2024;11/11/2025;;;;;;;;11/11/2026;09/02/2027;Sim
POP.1072;Manual Operacional - Produto Não Conforme - Repro;POP;1;21/11/2025;24/11/2025;;;;;;;;24/11/2026;22/02/2027;Sim
POP.1073;Manual Operacional - Compra e Recebimento de Blocos e Lentes - Tecnolens;POP;0;19/07/2024;23/07/2024;;;;;;;;23/07/2026;22/10/2026;Sim
POP.1075;Manual Operacional - Estoque de Blocos (FIFO) - Grown;POP;1;24/10/2025;07/11/2025;;;;;;;Descrever o processo de armazenagem de blocos visando seguir a classificação do Padrão de Qualidade de Referência (PQR) seguindo a Metodologia FIFO para laboratório Grown Optical.;07/11/2026;05/02/2027;Sim
POP.1076;Manual Operacional - Embalagem dos Serviços da Montagem - Grown;POP;0;25/07/2024;06/08/2024;;;;;;;;06/08/2026;04/11/2026;Sim
POP.1078;Manual Operacional - Elaboração e Revisão de Documentos;POP;0;07/08/2024;27/08/2024;;;;;;;;27/08/2026;25/11/2026;Sim
POP.1079;Manual Operacional Pré-Inspeção (Repro);POP;0;07/08/2024;07/08/2024;;;;;;;;07/08/2026;05/11/2026;Sim
POP.108;Manual Operacional - Forno Essemtec;POP;3;23/09/2020;04/01/2021;;;;;;;;27/10/2025;27/12/2025;Sim
POP.1080;Manual Operacional Pré-Inspeção (Visolab);POP;0;08/08/2024;12/08/2024;;;;;;;;12/08/2026;10/11/2026;Sim
POP.1081;Manual Operacional - Inspeção Final - Visolab;POP;0;08/08/2024;12/08/2024;;;;;;;;12/08/2026;10/11/2026;Sim
POP.1082;Manual Operacional - Embalagem de Lentes - Visolab;POP;0;15/08/2024;15/08/2024;;;;;;;;14/08/2026;12/11/2026;Sim
POP.1083;Manual Operacional - Verificação Lux;POP;0;16/08/2024;27/08/2024;;;;;;;;27/08/2026;25/11/2026;Sim
POP.1084;Calibracion Operativa - Laser Flash UV;POP;0;03/09/2024;18/09/2024;;;;;;;;18/09/2025;17/12/2025;Sim
POP.1085;Calibração Operacional - Laser Flash UV;POP;0;05/09/2024;18/09/2024;;;;;;;;18/09/2025;17/12/2025;Sim
POP.1086;Manual Operacional - Calibração do Inspetor Referência;POP;0;09/09/2024;26/09/2024;;;;;;;;26/09/2025;25/12/2025;Sim
POP.1087;Calibração Operacional - Perpendicularidade - VFT Orbit 1;POP;0;16/09/2024;18/09/2024;;;;;;;;18/09/2025;17/12/2025;Sim
POP.1088;Manual Operacional - Devolução - Sumaré CD;POP;0;16/09/2024;16/09/2024;;;;;;;;16/09/2025;15/12/2025;Sim
POP.1089;Manual Operacional - Triagem de Pedidos da Expedição e Faturamento do Sedex - Grown;POP;0;27/09/2024;14/10/2024;;;;;;;;14/10/2025;12/01/2026;Sim
POP.109;Manual Operacional - Forno Dima;POP;4;17/05/2023;17/07/2023;;;;;;;;16/07/2026;15/10/2026;Sim
